platform,pump_id,month,coin_rank,n_exchanges,pair_count,channel,exchange,max_price_inc_pct,post_pump_change_pct,server_members,views,pump_type,date
Telegram,1830,2,241,4,8,Crypto4Pumps,Binance,2.572,-43.7316,0,3354,target,2018-02-05
Telegram,1831,4,136,62,29,CryptoPumpAlerts,Binance,1.1248,-28.5416,0,3613,target,2018-04-18
Telegram,1832,2,37,49,102,Big Pump Signal,None,1.241,13.8207,0,8656,target,2018-02-24
Telegram,1833,4,70,46,15,ElitePumpGroup,Binance,1.7949,2.5346,0,3403,target,2018-04-27
Telegram,1834,4,128,22,3,CryptoPumpAlerts,None,0.938,-69.2633,0,1967,target,2018-04-22
Telegram,1835,5,112,14,1,PumpMasterBTC,None,1.042,-59.3168,0,2573,target,2018-05-15
Telegram,1836,4,325,7,1,Big Pump Signal,None,4.6175,-61.0719,0,9378,target,2018-04-26
Telegram,1837,5,519,15,1,PureInvestments,Bittrex,4.3528,14.1735,0,12073,target,2018-05-28
Telegram,1838,1,223,31,168,PureInvestments,Other,4.3401,10.5854,0,4413,target,2018-01-25
Telegram,1839,6,887,5,3,CryptoCartelOriginal,None,5.8044,-21.7572,0,4828,obvious,2018-06-23
Telegram,1840,2,124,95,40,CryptoCartelOriginal,None,6.9003,-26.3202,0,11349,target,2018-02-23
Telegram,1841,5,222,9,30,Crypto4Pumps,Bittrex,3.4345,-47.9398,0,7776,obvious,2018-05-15
Telegram,1842,4,239,3,1,CryptoPumpAlerts,None,9.0016,-40.9405,0,18381,target,2018-04-24
Telegram,1843,1,668,1,1,CryptoPumpAlerts,None,35.2508,7.0915,0,5922,obvious,2018-01-12
Telegram,1844,3,275,2,8,Crypto4Pumps,None,4.6703,-63.1339,0,3356,obvious,2018-03-30
Telegram,1845,6,282,7,2,PumpKingCrypto,None,2.043,17.4181,0,16900,target,2018-06-26
Telegram,1846,5,56,17,150,ElitePumpGroup,None,5.7772,5.1201,0,5203,target,2018-05-19
Telegram,1847,5,111,29,33,PumpKingCrypto,Other,1.9831,0.7462,0,3479,target,2018-05-22
Telegram,1848,3,670,6,11,CryptoRocketPumps,Binance,11.2425,-70.4977,0,14355,target,2018-03-26
Telegram,1849,4,38,55,135,ElitePumpGroup,None,2.2326,-47.8712,0,22945,target,2018-04-18
Telegram,1850,2,836,6,2,CryptoPumpAlerts,None,6.3632,-37.7502,0,7894,target,2018-02-24
Telegram,1851,4,392,9,1,CryptoPumpAlerts,None,5.5505,-70.0581,0,2901,obvious,2018-04-23
Telegram,1852,2,128,8,2,PumpHunters,Binance+Bittrex,1.1908,-39.5389,0,24661,obvious,2018-02-08
Telegram,1853,5,118,54,7,CryptoPumpAlerts,None,1.0051,-69.3172,0,9292,target,2018-05-05
Telegram,1854,5,1373,1,1,Crypto4Pumps,None,17.0869,9.1262,0,8140,obvious,2018-05-17
Telegram,1855,3,889,8,3,CoinPumpNation,None,23.5983,-0.0569,0,4812,target,2018-03-02
Telegram,1856,4,225,9,28,ElitePumpGroup,None,2.7074,2.8131,0,17530,target,2018-04-22
Telegram,1857,3,282,20,17,CryptoPumpAlerts,Bittrex,1.3659,16.0625,0,2657,target,2018-03-22
Telegram,1858,1,140,14,109,Crypto4Pumps,None,10.3642,15.7353,0,2452,obvious,2018-01-04
Telegram,1859,2,282,10,1,Crypto4Pumps,None,6.0439,-71.1399,0,33395,target,2018-02-09
Telegram,1860,2,136,11,1,CryptoPumpAlerts,Other,4.1366,-32.9832,0,3270,target,2018-02-15
Telegram,1861,2,233,39,11,Crypto4Pumps,Binance,3.0332,6.7802,0,15188,target,2018-02-21
Telegram,1862,4,1272,5,11,CryptoCartelOriginal,None,4.0459,7.0437,0,21616,target,2018-04-01
Telegram,1863,5,230,65,26,MoonPumpSignals,None,2.305,8.9025,0,8075,target,2018-05-17
Telegram,1864,4,97,21,1,Crypto4Pumps,Other,2.2454,-26.2437,0,3219,target,2018-04-08
Telegram,1865,6,73,19,5,CryptoRocketPumps,None,5.7783,-1.2322,0,11501,target,2018-06-11
Telegram,1866,6,281,9,1,MoonPumpSignals,None,4.4635,-24.4546,0,21860,target,2018-06-14
Telegram,1867,1,126,24,1,Big Pump Signal,None,3.2868,-74.3869,0,9028,obvious,2018-01-06
Telegram,1868,4,312,5,22,PureInvestments,None,9.351,-33.0285,0,3605,target,2018-04-10
Telegram,1869,6,58,24,6,CryptoCartelOriginal,Other,1.9102,-50.1963,0,8755,target,2018-06-12
Telegram,1870,2,465,8,3,PumpKingCrypto,None,4.4295,-54.3961,0,2105,target,2018-02-23
Telegram,1871,3,96,22,8,Crypto4Pumps,None,25.5535,2.3163,0,2977,target,2018-03-10
Telegram,1872,6,261,14,4,PureInvestments,None,1.2523,-21.6946,0,5439,target,2018-06-19
Telegram,1873,5,185,18,2,Big Pump Signal,Binance,3.9399,9.1797,0,7124,target,2018-05-11
Telegram,1874,5,1171,5,1,CryptoPumpAlerts,Binance,5.7538,-65.8884,0,2456,target,2018-05-09
Telegram,1875,6,292,41,27,PureInvestments,Other,2.1924,-51.7134,0,8349,target,2018-06-03
Telegram,1876,2,1436,7,15,PureInvestments,None,7.6689,-46.6038,0,10499,target,2018-01-31
Telegram,1877,5,414,88,139,MoonPumpSignals,Other,5.2143,-33.9107,0,5644,target,2018-05-11
Telegram,1878,5,900,6,1,Big Pump Signal,None,3.5343,-54.8895,0,1097,target,2018-05-08
Telegram,1879,2,207,28,41,CryptoPumpAlerts,None,5.8195,-33.4041,0,7386,target,2018-02-22
Telegram,1880,1,341,4,2,PumpMasterBTC,Binance,3.0258,-76.9905,0,31227,target,2018-01-16
Telegram,1881,2,748,23,4,ElitePumpGroup,Binance,34.8047,-46.7357,0,9948,target,2018-02-01
Telegram,1882,5,564,4,1,PureInvestments,None,7.4005,-45.3299,0,6854,target,2018-05-23
Telegram,1883,5,403,13,10,Big Pump Signal,Bittrex,1.2604,-42.6649,0,4941,target,2018-05-12
Telegram,1884,6,186,9,3,AlphaPumpLeague,None,8.5234,-51.3212,0,11002,target,2018-06-18
Telegram,1885,3,217,17,12,Crypto4Pumps,None,9.1499,-42.3637,0,8063,obvious,2018-03-05
Telegram,1886,4,695,5,1,CryptoPumpAlerts,Other,10.53,-38.3569,0,12278,target,2018-04-02
Telegram,1887,1,838,3,12,PumpMasterBTC,None,19.4086,3.7445,0,2684,target,2018-01-04
Telegram,1888,6,147,11,1,CryptoPumpAlerts,None,0.5876,-68.9535,0,7492,target,2018-06-13
Telegram,1889,4,128,58,55,MoonPumpSignals,None,3.2593,1.4812,0,4585,target,2018-04-27
Telegram,1890,5,111,24,16,CoinPumpNation,None,1.3732,10.5946,0,9252,target,2018-05-29
Telegram,1891,3,527,2,1,PumpMasterBTC,None,28.829,-56.7428,0,1312,target,2018-03-26
Telegram,1892,1,108,42,7,Crypto4Pumps,None,6.9619,8.8952,0,4858,target,2018-01-28
Telegram,1893,1,522,3,4,Big Pump Signal,Binance,6.9098,3.8685,0,10685,target,2018-01-24
Telegram,1894,5,409,16,5,MoonPumpSignals,None,2.2454,16.6852,0,12241,target,2018-05-23
Telegram,1895,1,153,22,2,PumpMasterBTC,None,10.3997,13.3315,0,6592,target,2018-01-13
Telegram,1896,5,1019,9,1,AlphaPumpLeague,None,3.9929,-27.0878,0,1095,target,2018-05-09
Telegram,1897,2,67,104,59,CryptoPumpAlerts,Binance,2.4887,-64.7701,0,11614,target,2018-02-18
Telegram,1898,4,1111,2,1,CryptoCartelOriginal,Binance+Bittrex,12.5667,-61.6325,0,25708,target,2018-04-01
Telegram,1899,2,333,16,62,CryptoPumpAlerts,None,10.4504,9.519,0,3335,target,2018-02-05
Telegram,1900,1,39,78,138,CryptoPumpAlerts,None,2.6908,-25.4137,0,4724,obvious,2018-01-14
Telegram,1901,4,1045,3,10,Big Pump Signal,None,3.9173,-47.4262,0,13349,target,2018-04-19
Telegram,1902,3,599,3,9,Crypto4Pumps,Bittrex,28.7816,1.3988,0,13652,target,2018-03-13
Telegram,1903,4,170,10,2,Crypto4Pumps,None,4.6583,-60.4482,0,17052,target,2018-04-24
Telegram,1904,4,105,21,2,Crypto4Pumps,None,1.6397,-61.0637,0,15908,target,2018-04-21
Telegram,1905,3,61,5,1,Crypto4Pumps,None,3.5391,-21.0598,0,1859,target,2018-03-09
Telegram,1906,4,2036,6,1,PumpMasterBTC,None,2.8797,-47.8108,0,4516,target,2018-04-03
Telegram,1907,4,109,4,13,Crypto4Pumps,Binance,1.9214,-52.9572,0,11469,target,2018-04-09
Telegram,1908,1,80,58,9,PureInvestments,None,7.2573,-69.6121,0,6290,target,2018-01-28
Telegram,1909,3,318,15,4,PumpMasterBTC,Other,12.5258,10.61,0,9207,target,2018-03-08
Telegram,1910,1,57,118,29,PumpKingCrypto,None,3.6197,-59.5305,0,6060,target,2018-01-23
Telegram,1911,1,103,29,20,ElitePumpGroup,Binance,6.4693,-61.0424,0,4684,target,2018-01-21
Telegram,1912,1,612,5,9,CryptoPumpAlerts,None,13.7763,11.4425,0,5516,target,2018-01-30
Telegram,1913,4,380,4,1,Big Pump Signal,Bittrex,2.9231,-50.3025,0,2627,target,2018-04-28
Telegram,1914,1,177,15,1,ElitePumpGroup,Binance,3.5778,-22.7061,0,3676,target,2018-01-26
Telegram,1915,5,254,10,25,PumpHunters,None,6.7511,-49.0497,0,6393,target,2018-05-10
Telegram,1916,5,168,37,41,PumpKingCrypto,Bittrex,2.1234,9.2066,0,6492,obvious,2018-05-13
Telegram,1917,1,237,4,1,AlphaPumpLeague,Binance,5.0047,-63.3887,0,10913,target,2018-01-15
Telegram,1918,4,126,90,370,CryptoCartelOriginal,None,4.1467,10.3972,0,5319,target,2018-04-20
Telegram,1919,1,148,43,3,CryptoPumpAlerts,Binance+Bittrex,3.3137,0.4068,0,27772,target,2018-01-05
Telegram,1920,1,144,11,13,Big Pump Signal,None,9.7178,4.0349,0,19073,target,2018-01-26
Telegram,1921,6,130,73,31,PumpMasterBTC,None,4.0214,-42.1283,0,4429,obvious,2018-06-19
Telegram,1922,4,639,3,2,CryptoRocketPumps,Other,3.877,15.7056,0,7991,obvious,2018-04-07
Telegram,1923,1,500,9,1,MoonPumpSignals,Binance,5.0577,-52.1257,0,18800,target,2018-01-02
Telegram,1924,5,108,5,1,CryptoCartelOriginal,None,2.3217,-64.6785,0,3941,target,2018-05-01
Telegram,1925,6,85,93,113,CoinPumpNation,None,2.4814,-44.1419,0,3601,obvious,2018-06-10
Telegram,1926,4,217,2,1,Crypto4Pumps,Binance,0.6196,-50.3428,0,20222,target,2018-04-10
Telegram,1927,5,1733,1,1,AlphaPumpLeague,None,3.3737,-0.1206,0,12114,target,2018-05-05
Telegram,1928,5,99,9,16,ElitePumpGroup,Bittrex,1.9682,-18.8515,0,16721,target,2018-05-14
Telegram,1929,5,216,38,5,CoinPumpNation,Binance,0.804,-75.7783,0,8824,target,2018-05-01
Telegram,1930,4,271,24,28,ElitePumpGroup,Bittrex,1.8437,-13.997,0,5456,target,2018-04-19
Telegram,1931,5,227,12,1,CoinPumpNation,None,1.9239,-42.8866,0,2183,target,2018-05-14
Telegram,1932,4,166,32,14,Big Pump Signal,Bittrex,1.5752,9.3835,0,7591,target,2018-04-08
Telegram,1933,2,706,6,5,MoonPumpSignals,Bittrex,29.7123,-14.5361,0,19108,obvious,2018-02-13
Telegram,1934,1,376,13,1,Big Pump Signal,None,5.9569,15.8508,0,19297,target,2018-01-14
Telegram,1935,3,535,33,38,Crypto4Pumps,Bittrex,25.1848,-56.2741,0,16678,target,2018-03-27
Telegram,1936,1,425,6,1,Crypto4Pumps,None,6.7253,-2.7027,0,13133,target,2018-01-20
Telegram,1937,1,559,3,1,CryptoPumpAlerts,None,38.4408,17.3096,0,43607,target,2018-01-08
Telegram,1938,4,1038,8,7,AlphaPumpLeague,Other,4.255,-70.0763,0,1829,target,2018-04-25
Telegram,1939,6,827,12,1,Big Pump Signal,Bittrex,2.3959,15.5502,0,8217,target,2018-06-09
Telegram,1940,1,2018,4,1,CryptoPumpAlerts,Binance,13.992,-62.0005,0,3071,target,2018-01-07
Telegram,1941,2,747,16,24,CryptoCartelOriginal,Binance,16.2866,-53.8384,0,25030,target,2018-02-21
Telegram,1942,5,137,12,5,PumpMasterBTC,Bittrex,1.0001,-68.5361,0,4245,target,2018-05-24
Telegram,1943,3,536,8,1,CryptoCartelOriginal,Other,7.6066,-62.3514,0,15826,target,2018-03-02
Telegram,1944,5,474,11,12,CryptoRocketPumps,Bittrex,3.0621,12.0164,0,4631,target,2018-05-29
Telegram,1945,4,1404,6,1,ElitePumpGroup,None,6.545,11.8918,0,9639,target,2018-04-19
Telegram,1946,4,105,68,5,CryptoCartelOriginal,Bittrex,3.885,-39.8787,0,6173,target,2018-04-13
Telegram,1947,2,413,12,1,CryptoPumpAlerts,Binance+Bittrex,1.6252,15.2222,0,6686,target,2018-02-22
Telegram,1948,3,136,11,13,CryptoPumpAlerts,Binance,1.9934,-76.3081,0,8960,target,2018-03-18
Telegram,1949,4,397,14,1,PumpKingCrypto,Bittrex,5.6544,-55.8001,0,14682,target,2018-04-29
Telegram,1950,1,206,29,2,CryptoCartelOriginal,None,22.1068,0.5908,0,6169,target,2018-01-01
Telegram,1951,2,385,17,15,MoonPumpSignals,None,3.8882,-41.1426,0,14338,target,2018-02-16
Telegram,1952,3,70,37,44,CryptoCartelOriginal,Binance+Bittrex,0.5579,11.6986,0,16222,target,2018-03-23
Telegram,1953,4,510,2,1,MoonPumpSignals,None,4.7716,-57.3247,0,4759,target,2018-04-02
Telegram,1954,4,301,1,1,CryptoCartelOriginal,Other,3.7241,-39.3948,0,33134,obvious,2018-04-27
Telegram,1955,5,287,32,184,Crypto4Pumps,None,1.8308,-47.415,0,12676,target,2018-05-11
Telegram,1956,5,1442,7,14,CryptoPumpAlerts,Bittrex,23.2513,-74.211,0,4702,target,2018-05-01
Telegram,1957,1,177,12,21,PumpHunters,None,10.7523,-34.2983,0,11349,target,2018-01-12
Telegram,1958,6,340,17,10,Big Pump Signal,Binance,2.4677,-41.2882,0,16230,target,2018-06-25
Telegram,1959,5,274,58,15,AlphaPumpLeague,Binance+Bittrex,1.0315,-74.446,0,11119,target,2018-05-29
Telegram,1960,2,299,35,14,Crypto4Pumps,None,1.184,4.2123,0,8019,target,2018-02-04
Telegram,1961,4,1840,10,6,Big Pump Signal,Binance,5.4586,-25.3489,0,368,target,2018-04-12
Telegram,1962,3,265,4,1,MoonPumpSignals,None,1.7336,-46.3695,0,2993,target,2018-03-27
Telegram,1963,6,150,7,1,Crypto4Pumps,None,2.4124,-29.2303,0,11984,target,2018-05-31
Telegram,1964,3,1343,1,1,PumpHunters,Binance,11.4496,-63.6708,0,2943,target,2018-03-18
Telegram,1965,3,190,21,11,Crypto4Pumps,None,8.6609,-36.7617,0,10430,target,2018-03-18
Telegram,1966,6,59,57,29,Crypto4Pumps,Binance,0.871,-23.9271,0,14258,target,2018-06-11
Telegram,1967,4,128,43,8,CryptoCartelOriginal,None,5.5544,-43.0392,0,6151,target,2018-04-10
Telegram,1968,1,81,33,40,CryptoPumpAlerts,Other,12.0842,15.3884,0,1528,target,2018-01-29
Telegram,1969,4,49,20,2,PumpHunters,Bittrex,0.7015,-27.7083,0,3635,target,2018-04-11
Telegram,1970,5,181,7,1,Crypto4Pumps,Binance,1.0782,-36.0552,0,12047,target,2018-05-19
Telegram,1971,3,235,5,4,CoinPumpNation,None,13.4753,8.2,0,19512,target,2018-03-24
Telegram,1972,4,723,5,5,CryptoPumpAlerts,None,12.6741,-24.2516,0,1170,target,2018-04-02
Telegram,1973,4,441,3,1,Big Pump Signal,None,13.1942,-40.937,0,7241,target,2018-04-25
Telegram,1974,4,423,41,24,CryptoCartelOriginal,Binance+Bittrex,9.8706,-16.7311,0,1963,target,2018-04-23
Telegram,1975,6,112,4,1,CoinPumpNation,Binance,2.6763,-61.0924,0,7300,target,2018-06-05
Telegram,1976,4,554,6,1,AlphaPumpLeague,None,25.1874,13.0822,0,5925,target,2018-04-06
Telegram,1977,4,873,1,1,PureInvestments,None,5.9609,-44.7666,0,49455,target,2018-04-18
Telegram,1978,5,357,12,9,PumpHunters,Bittrex,2.8347,0.5075,0,4295,target,2018-05-28
Telegram,1979,1,366,9,5,Big Pump Signal,None,2.8645,-68.1,0,16372,target,2018-01-27
Telegram,1980,1,80,13,7,CryptoCartelOriginal,None,9.3007,2.0828,0,15832,target,2018-01-05
Telegram,1981,6,645,3,1,CoinPumpNation,None,20.217,-73.0898,0,5739,target,2018-06-18
Telegram,1982,5,1239,5,2,PumpMasterBTC,None,2.4619,14.6015,0,7477,target,2018-05-15
Telegram,1983,3,335,5,3,PumpHunters,Binance,2.9628,-67.7617,0,6767,target,2018-03-22
Telegram,1984,1,147,12,11,Big Pump Signal,Binance,1.1166,-63.085,0,3614,target,2018-01-16
Telegram,1985,2,216,66,12,PureInvestments,None,1.3189,-49.8522,0,3359,obvious,2018-02-17
Telegram,1986,1,171,15,19,PureInvestments,None,21.1771,5.2999,0,4788,obvious,2018-01-17
Telegram,1987,3,181,20,1,Big Pump Signal,Other,27.7507,-48.5743,0,2591,target,2018-03-02
Telegram,1988,4,448,5,1,ElitePumpGroup,Binance,0.945,-54.2776,0,4436,target,2018-04-16
Telegram,1989,2,322,4,1,CoinPumpNation,Binance,4.4692,8.0843,0,5736,obvious,2018-02-04
Telegram,1990,4,617,7,1,PumpHunters,Other,30.6389,12.2363,0,7752,target,2018-04-14
Telegram,1991,6,349,87,28,PumpMasterBTC,None,4.3835,0.5634,0,9831,target,2018-06-16
Telegram,1992,6,115,12,6,Crypto4Pumps,Binance,4.1025,-68.0646,0,5732,target,2018-06-21
Telegram,1993,5,160,18,1,Big Pump Signal,Binance,2.6989,-68.4964,0,3537,target,2018-05-26
Telegram,1994,4,151,6,1,Crypto4Pumps,None,5.8109,3.353,0,9682,obvious,2018-04-05
Telegram,1995,4,212,1,1,AlphaPumpLeague,Binance,18.5124,-66.9637,0,13175,target,2018-04-18
Telegram,1996,4,1254,2,8,Crypto4Pumps,Binance+Bittrex,2.1716,3.8386,0,4491,target,2018-04-24
Telegram,1997,1,1448,40,23,ElitePumpGroup,None,12.9576,-56.0014,0,2955,target,2018-01-10
Telegram,1998,5,531,13,6,PureInvestments,Binance,17.4835,16.2503,0,4643,obvious,2018-05-02
Telegram,1999,4,278,44,26,PureInvestments,Binance+Bittrex,2.5614,-68.8565,0,5804,target,2018-04-28
Telegram,2000,4,73,14,12,Big Pump Signal,Binance,1.4043,-73.811,0,17756,target,2018-04-26
Telegram,2001,2,305,1,1,Big Pump Signal,Bittrex,1.6416,-0.1106,0,12138,target,2018-02-21
Telegram,2002,1,123,5,1,CryptoRocketPumps,None,3.887,4.7977,0,6745,target,2018-01-23
Telegram,2003,6,1082,7,13,CoinPumpNation,None,14.9959,17.1457,0,33569,target,2018-06-09
Telegram,2004,2,59,26,53,Big Pump Signal,Binance,1.1731,-60.7458,0,6569,target,2018-02-23
Telegram,2005,1,354,9,3,Big Pump Signal,Binance,3.9916,-34.6661,0,22270,obvious,2018-01-30
Telegram,2006,4,114,9,2,PureInvestments,Bittrex,2.7265,14.5323,0,18934,target,2018-04-09
Telegram,2007,5,248,25,1,AlphaPumpLeague,None,1.8207,-37.7092,0,17840,target,2018-05-15
Telegram,2008,1,455,5,1,CoinPumpNation,None,4.0943,-41.7699,0,8867,target,2018-01-26
Telegram,2009,2,627,9,6,CryptoPumpAlerts,None,17.3719,-47.6932,0,7463,target,2018-02-06
Telegram,2010,5,237,13,23,ElitePumpGroup,Binance,2.8885,-47.2843,0,6793,target,2018-05-21
Telegram,2011,6,496,5,4,Big Pump Signal,None,1.3093,-40.8413,0,13848,target,2018-05-31
Telegram,2012,4,138,6,2,AlphaPumpLeague,None,8.2283,-51.7508,0,3477,target,2018-04-30
Telegram,2013,5,312,6,24,Crypto4Pumps,Bittrex,3.0401,11.0798,0,5419,obvious,2018-05-03
Telegram,2014,3,616,38,59,Crypto4Pumps,Binance+Bittrex,3.6775,8.5276,0,27567,target,2018-03-02
Telegram,2015,5,337,25,6,CryptoPumpAlerts,Binance+Bittrex,2.7367,-61.2168,0,11439,target,2018-05-13
Telegram,2016,4,155,33,223,Big Pump Signal,None,1.9819,-51.3655,0,15117,target,2018-04-24
Telegram,2017,5,195,6,1,CryptoPumpAlerts,Bittrex,0.7831,-63.2828,0,2416,target,2018-05-07
Telegram,2018,5,623,2,1,ElitePumpGroup,Binance,2.9015,14.6133,0,4699,target,2018-05-19
Telegram,2019,3,94,45,11,PumpKingCrypto,None,2.998,16.8743,0,8962,target,2018-03-12
Telegram,2020,1,107,36,6,MoonPumpSignals,None,7.6716,-56.4394,0,6532,target,2018-01-30
Telegram,2021,5,430,9,2,Crypto4Pumps,Binance+Bittrex,5.2769,16.4055,0,2408,target,2018-05-15
Telegram,2022,1,169,9,9,CryptoPumpAlerts,Other,3.2279,-72.3817,0,12832,target,2018-01-14
Telegram,2023,4,68,5,1,CoinPumpNation,Binance,4.1494,10.4216,0,16772,target,2018-04-01
Telegram,2024,4,842,13,5,PumpHunters,Other,36.7514,12.2854,0,5318,target,2018-04-09
Telegram,2025,1,93,49,23,Crypto4Pumps,None,4.0093,13.2814,0,13228,obvious,2018-01-01
Telegram,2026,5,209,6,1,PureInvestments,None,3.4453,-30.0576,0,37406,target,2018-05-27
Telegram,2027,4,143,7,1,Big Pump Signal,None,3.273,-30.575,0,24465,target,2018-04-15
Telegram,2028,5,191,37,10,Big Pump Signal,None,0.9435,-33.6499,0,5522,target,2018-05-10
Telegram,2029,2,113,8,1,Crypto4Pumps,None,0.551,-30.4822,0,2668,target,2018-02-07
Telegram,2030,1,475,39,12,MoonPumpSignals,Other,15.4386,-52.2621,0,8212,target,2018-01-22
Telegram,2031,1,276,9,20,Big Pump Signal,Binance,3.5119,-39.6986,0,48899,target,2018-01-20
Telegram,2032,2,606,5,1,Big Pump Signal,None,17.1284,-32.6283,0,20893,obvious,2018-02-09
Telegram,2033,4,145,14,1,PumpKingCrypto,None,1.4483,-53.4884,0,6729,target,2018-04-09
Telegram,2034,3,1699,3,1,CryptoPumpAlerts,None,27.8748,-52.7916,0,25238,target,2018-03-30
Telegram,2035,1,45,65,260,Crypto4Pumps,None,8.6131,13.9963,0,18114,target,2018-01-02
Telegram,2036,6,60,46,142,MoonPumpSignals,Other,3.6346,-31.7731,0,1364,target,2018-06-15
Telegram,2037,1,1208,14,11,MoonPumpSignals,Binance,11.5398,12.3945,0,16551,obvious,2018-01-29
Telegram,2038,3,383,10,1,Big Pump Signal,Bittrex,3.2179,0.7789,0,7476,target,2018-03-11
Telegram,2039,6,340,6,3,Crypto4Pumps,None,9.7653,-66.9847,0,3258,target,2018-06-01
Telegram,2040,4,369,9,5,CryptoPumpAlerts,None,1.5544,-21.6932,0,7305,target,2018-04-25
Telegram,2041,3,418,5,1,CryptoRocketPumps,None,3.9256,12.9512,0,9591,target,2018-03-29
Telegram,2042,6,328,35,7,CryptoCartelOriginal,Other,8.3694,-36.6867,0,3463,target,2018-06-01
Telegram,2043,4,105,39,10,CryptoPumpAlerts,Binance+Bittrex,2.6595,-64.8327,0,6114,target,2018-04-12
Telegram,2044,1,522,7,1,CryptoRocketPumps,Binance,7.981,5.1979,0,5118,obvious,2018-01-03
Telegram,2045,1,453,3,1,PumpKingCrypto,Bittrex,4.4539,1.1958,0,13222,target,2018-01-27
Telegram,2046,6,903,23,53,CryptoPumpAlerts,None,15.2251,-61.6848,0,5247,target,2018-06-25
Telegram,2047,3,1220,5,5,AlphaPumpLeague,None,17.7143,-43.9283,0,1614,target,2018-03-26
Telegram,2048,5,337,8,2,CryptoCartelOriginal,None,2.1697,-0.8468,0,4639,target,2018-05-10
Telegram,2049,1,83,72,52,CoinPumpNation,None,7.1669,-20.7712,0,3046,target,2018-01-22
Telegram,2050,1,1229,3,1,PumpHunters,Binance,9.6175,2.0466,0,2272,target,2018-01-06
Telegram,2051,5,100,12,90,CryptoRocketPumps,None,4.1615,-33.8545,0,18292,obvious,2018-05-05
Telegram,2052,6,339,7,7,Crypto4Pumps,None,2.7968,-59.8049,0,13315,target,2018-06-17
Telegram,2053,1,199,3,2,CryptoPumpAlerts,Binance,6.5629,-46.0884,0,2994,target,2018-01-30
Telegram,2054,2,170,17,7,CryptoPumpAlerts,None,2.4627,7.6627,0,2320,target,2018-02-07
Telegram,2055,5,497,4,1,CryptoRocketPumps,Binance,2.2264,-71.1843,0,6203,obvious,2018-05-15
Telegram,2056,4,312,5,10,Big Pump Signal,None,12.4523,2.1845,0,2217,target,2018-04-30
Telegram,2057,3,397,4,3,Big Pump Signal,Bittrex,10.2941,10.9841,0,5515,target,2018-03-14
Telegram,2058,2,120,9,1,CryptoPumpAlerts,Binance,1.4069,17.2523,0,7178,target,2018-02-24
Telegram,2059,6,214,5,3,Crypto4Pumps,None,3.4234,-2.075,0,8743,target,2018-06-20
Telegram,2060,2,125,18,21,ElitePumpGroup,Binance+Bittrex,3.702,-38.6401,0,9010,target,2018-02-26
Telegram,2061,2,209,10,1,CryptoPumpAlerts,Binance,7.8608,-29.9264,0,3503,target,2018-02-10
Telegram,2062,3,225,12,1,PumpMasterBTC,None,6.444,-38.5584,0,7178,target,2018-03-27
Telegram,2063,1,1311,41,28,CryptoCartelOriginal,Bittrex,3.767,-49.292,0,19904,target,2018-01-25
Telegram,2064,4,198,10,1,PumpKingCrypto,None,2.8886,-59.3473,0,1155,target,2018-04-27
Telegram,2065,3,37,45,2,PumpMasterBTC,None,0.921,-0.2563,0,8901,target,2018-03-29
Telegram,2066,4,876,11,3,Big Pump Signal,Binance,16.1517,2.1929,0,2505,target,2018-04-11
Telegram,2067,3,375,8,5,PumpHunters,None,11.3973,-40.1972,0,22085,target,2018-03-26
Telegram,2068,1,222,14,11,PumpHunters,Binance+Bittrex,1.757,-43.3551,0,13467,target,2018-01-21
Telegram,2069,6,169,13,37,Crypto4Pumps,Binance,4.4571,13.8916,0,13110,target,2018-06-02
Telegram,2070,4,107,19,8,Big Pump Signal,Binance+Bittrex,3.1321,2.6967,0,3295,target,2018-04-28
Telegram,2071,3,1426,2,1,CoinPumpNation,None,20.369,1.0221,0,8448,target,2018-03-23
Telegram,2072,1,262,6,1,CoinPumpNation,Binance,17.1847,-62.7381,0,9280,target,2018-01-21
Telegram,2073,4,52,22,5,MoonPumpSignals,Bittrex,1.8315,-48.5546,0,916,target,2018-04-03
Telegram,2074,5,336,1,1,Crypto4Pumps,None,3.9363,0.2102,0,7653,target,2018-05-30
Telegram,2075,4,739,25,27,Crypto4Pumps,None,6.8098,-58.2288,0,11342,obvious,2018-04-30
Telegram,2076,5,288,70,45,CryptoRocketPumps,Bittrex,0.2393,0.1483,0,2054,target,2018-05-26
Telegram,2077,1,111,18,14,Big Pump Signal,Binance+Bittrex,9.1599,-32.6095,0,11235,target,2018-01-11
Telegram,2078,6,103,29,62,CryptoRocketPumps,Bittrex,1.5996,-35.8443,0,7357,target,2018-06-02
Telegram,2079,2,110,41,20,ElitePumpGroup,Bittrex,7.6046,-59.8327,0,21668,target,2018-02-22
Telegram,2080,2,982,1,1,MoonPumpSignals,None,36.2599,12.1162,0,4775,target,2018-02-15
Telegram,2081,4,235,25,4,CryptoPumpAlerts,Bittrex,12.6189,-36.0968,0,7856,target,2018-04-08
Telegram,2082,1,55,15,5,PumpMasterBTC,Bittrex,0.9575,11.8706,0,9018,target,2018-01-09
Telegram,2083,4,353,71,18,AlphaPumpLeague,Bittrex,3.3026,3.5338,0,634,target,2018-04-21
Telegram,2084,2,284,8,8,ElitePumpGroup,None,3.9262,6.4383,0,5017,obvious,2018-02-26
Telegram,2085,5,167,29,3,ElitePumpGroup,None,10.224,10.192,0,7274,target,2018-05-18
